Nav And Sales Load | MUTUAL FUNDS ASSOCIATION OF PAKISTAN

---

## NAV / Daily Prices Announcement

Report Time: 11:33:18 AM Report Date: Apr 28, 2026

AMC :

Fund :

From :

To :

Search Reset

| Sector | AMC | Fund | Category | Inception Date | Offer | Repurchase | NAV | Validity Date | Front-end | Back-end | Contingent | Market | Trustee |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Fixed Return Fund Plan 23 | Fixed Rate / Return | Aug 22, 2025 | 106.8924 | 106.8924 | 106.8924 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Fixed Return Fund Plan 24 | Fixed Rate / Return | Aug 22, 2025 | 107.1056 | 107.1056 | 107.1056 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Fixed Return Fund Plan 28 | Fixed Rate / Return | Mar 06, 2026 | 101.0537 | 101.0537 | 101.0537 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Fixed Return Fund Plan 29 | Fixed Rate / Return | Feb 25, 2026 | 101.6831 | 101.6831 | 101.6831 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Government Securities Fund | Income | Jul 13, 2023 | 111.9388 | 108.6784 | 108.6784 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Income Fund | Income | May 29, 2007 | 113.9489 | 110.6300 | 110.6300 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Islamic Cash Fund | Shariah Compliant Money Market | Dec 20, 2021 | 111.6902 | 108.4371 | 108.4371 | Apr 28, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Islamic Income Fund | Shariah Compliant Income | Jan 23, 2017 | 112.7025 | 109.4199 | 109.4199 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Islamic Money Market Fund | Shariah Compliant Money Market | Mar 05, 2026 | 104.4071 | 101.3661 | 101.3661 | Apr 28, 2026 | 3 | 3 | 3 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Islamic Savings Fund | Shariah Compliant Income | Dec 20, 2021 | 111.2575 | 108.0170 | 108.0170 | Apr 28, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Islamic Stock Fund | Shariah Compliant Equity | Nov 09, 2012 | 180.6747 | 177.1321 | 177.1321 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Money Market Fund | Money Market | Dec 20, 2021 | 112.1596 | 108.8928 | 108.8928 | Apr 28, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Sovereign Income Fund Plan 1 | Income | Jun 03, 2025 | 108.8851 | 108.8851 | 108.8851 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Sovereign Income Fund Plan 2 | Income | Jun 19, 2025 | 108.9226 | 108.9226 | 108.9226 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Sovereign Income Fund Plan 3 | Income | Jun 19, 2025 | 108.9857 | 108.9857 | 108.9857 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | AL Habib Asset Management Limited | AL Habib Stock Fund | Equity | Oct 08, 2009 | 178.7842 | 175.2786 | 175.2786 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Voluntary Pension Scheme (VPS) | Al Meezan Investment Management Limited | Meezan Tahaffuz Pension Fund | VPS-Shariah Compliant Debt | Jun 28, 2007 | 0.0000 | 0.0000 | 518.7723 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Voluntary Pension Scheme (VPS) | Al Meezan Investment Management Limited | Meezan Tahaffuz Pension Fund | VPS-Shariah Compliant Equity | Jun 28, 2007 | 0.0000 | 0.0000 | 1744.9127 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Employer Pension Funds | Al Meezan Investment Management Limited | Meezan GOKP Pension Fund | VPS-Shariah Compliant Money Market | Dec 14, 2023 | 0.0000 | 0.0000 | 141.2382 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Employer Pension Funds | Al Meezan Investment Management Limited | Meezan Islamic Government of Punjab Pension Fund | VPS-Shariah Compliant Money Market | Nov 21, 2025 | 0.0000 | 0.0000 | 104.2619 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Voluntary Pension Scheme (VPS) | Al Meezan Investment Management Limited | Meezan Tahaffuz Pension Fund | VPS-Shariah Compliant Money Market | Jun 28, 2007 | 0.0000 | 0.0000 | 517.2444 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Al Meezan Mutual Fund | Shariah Compliant Equity | Jul 13, 1995 | 49.7702 | 48.6513 | 48.6513 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | KSE Meezan Index Fund | Shariah Compliant Index Tracker | May 28, 2012 | 187.1624 | 182.5085 | 182.5085 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
